DATE,GBRCPIALLMINMEI
1977-09-01,22.4265082377624
1977-10-01,22.5231221666272
1977-11-01,22.6318128366002
1977-12-01,22.7525802476814
1978-01-01,22.8854243998706
1978-02-01,23.0182685520598
1978-03-01,23.1631894453571
1978-04-01,23.5013381963842
1978-05-01,23.6341823485735
1978-06-01,23.8153334651951
1978-07-01,23.9240241351681
1978-08-01,24.0810217695736
1978-09-01,24.1776356984385
1978-10-01,24.2863263684115
1978-11-01,24.455400743925
1978-12-01,24.6607053427629
1979-01-01,25.0230075760062
1979-02-01,25.2283121748441
1979-03-01,25.433616773682
1979-04-01,25.868379453574
1979-05-01,26.0736840524119
1979-06-01,26.520523473412
1979-07-01,27.6678138786826
1979-08-01,27.8851952186286
1979-09-01,28.1629602641151
1979-10-01,28.4528020507098
1979-11-01,28.7064136139801
1979-12-01,28.911718212818
1980-01-01,29.6242459381966
1980-02-01,30.0469318769805
1980-03-01,30.4575410746562
1980-04-01,31.4961408099538
1980-05-01,31.7859825965485
1980-06-01,32.0879011242513
1980-07-01,32.3535894286297
1980-08-01,32.4260498752784
1980-09-01,32.6313544741163
1980-10-01,32.8366590729542
1980-11-01,33.1023473773326
1980-12-01,33.2834984939543
1981-01-01,33.4888030927922
1981-02-01,33.7907216204949
1981-03-01,34.2979447470356
1981-04-01,35.2882375179007
1981-05-01,35.5176955989548
1981-06-01,35.7230001977927
1981-07-01,35.8799978321982
1981-08-01,36.1456861365766
1981-09-01,36.3509907354145
1981-10-01,36.6770627453335
1981-11-01,37.063518460793
1981-12-01,37.2929765418472
1982-01-01,37.5103578817932
1982-02-01,37.5224346229013
1982-03-01,37.8485066328203
1982-04-01,38.6093413226313
1982-05-01,38.8871063681178
1982-06-01,38.9957970380908
1982-07-01,39.0078737791989
1982-08-01,39.019950520307
1982-09-01,38.9957970380908
1982-10-01,39.1890248958206
1982-11-01,39.3822527535504
1982-12-01,39.3097923069017
1983-01-01,39.3580992713342
1983-02-01,39.5271736468477
1983-03-01,39.5996340934964
1983-04-01,40.1551641844695
1983-05-01,40.324238559983
1983-06-01,40.4208524888479
1983-07-01,40.6382338287939
1983-08-01,40.8193849454156
1983-09-01,41.0005360620373
1983-10-01,41.1454569553346
1983-11-01,41.2903778486319
1983-12-01,41.3990685186049
1984-01-01,41.3749150363887
1984-02-01,41.5439894119023
1984-03-01,41.6768335640915
1984-04-01,42.2323636550646
1984-05-01,42.38936128947
1984-06-01,42.4980519594431
1984-07-01,42.4497449950106
1984-08-01,42.8482774515783
1984-09-01,42.9328146393351
1984-10-01,43.1985029437135
1984-11-01,43.3313470959027
1984-12-01,43.2951168725784
1985-01-01,43.4521145069838
1985-02-01,43.7856285437699
1985-03-01,44.214432305352
1985-04-01,45.1673295533121
1985-05-01,45.3579090029042
1985-06-01,45.4531987277002
1985-07-01,45.3579090029042
1985-08-01,45.5008435900982
1985-09-01,45.4531987277002
1985-10-01,45.5484884524962
1985-11-01,45.6914230396902
1985-12-01,45.7390679020882
1986-01-01,45.8343576268843
1986-02-01,46.0249370764763
1986-03-01,46.0725819388743
1986-04-01,46.5490305628544
1986-05-01,46.5966754252524
1986-06-01,46.5966754252524
1986-07-01,46.4537408380584
1986-08-01,46.5966754252524
1986-09-01,46.8348997372424
1986-10-01,46.9301894620384
1986-11-01,47.3113483612225
1986-12-01,47.4542829484166
1987-01-01,47.6448623980086
1987-02-01,47.8354418476006
1987-03-01,47.9307315723966
1987-04-01,48.5024699211727
1987-05-01,48.5501147835708
1987-06-01,48.5501147835708
1987-07-01,48.5024699211727
1987-08-01,48.6454045083668
1987-09-01,48.7883390955608
1987-10-01,49.0265634075508
1987-11-01,49.2647877195409
1987-12-01,49.2171428571429
1988-01-01,49.2171428571429
1988-02-01,49.3188311688312
1988-03-01,49.5222077922078
1988-04-01,50.1323376623377
1988-05-01,50.3357142857143
1988-06-01,50.5390909090909
1988-07-01,50.5390909090909
1988-08-01,50.7424675324675
1988-09-01,50.9458441558442
1988-10-01,51.1492207792208
1988-11-01,51.3525974025974
1988-12-01,51.4542857142857
1989-01-01,51.555974025974
1989-02-01,51.7593506493506
1989-03-01,51.9627272727273
1989-04-01,52.6745454545455
1989-05-01,52.9796103896104
1989-06-01,53.182987012987
1989-07-01,53.182987012987
1989-08-01,53.182987012987
1989-09-01,53.5897402597403
1989-10-01,53.9964935064935
1989-11-01,54.1998701298701
1989-12-01,54.3015584415584
1990-01-01,54.5049350649351
1990-02-01,54.81
1990-03-01,55.1150649350649
1990-04-01,56.131948051948
1990-05-01,56.6403896103896
1990-06-01,56.8437662337662
1990-07-01,56.7420779220779
1990-08-01,57.3522077922078
1990-09-01,57.9623376623377
1990-10-01,58.3690909090909
1990-11-01,58.4707792207792
1990-12-01,58.3690909090909
1991-01-01,58.3690909090909
1991-02-01,58.6741558441558
1991-03-01,58.8775324675325
1991-04-01,60.9112987012987
1991-05-01,61.318051948052
1991-06-01,61.6231168831169
1991-07-01,61.4197402597403
1991-08-01,61.7248051948052
1991-09-01,62.0298701298701
1991-10-01,62.3349350649351
1991-11-01,62.5383116883117
1991-12-01,62.64
1992-01-01,62.4366233766234
1992-02-01,62.7416883116883
1992-03-01,63.0467532467532
1992-04-01,63.7585714285714
1992-05-01,63.961948051948
1992-06-01,63.961948051948
1992-07-01,63.6568831168831
1992-08-01,63.6568831168831
1992-09-01,63.961948051948
1992-10-01,64.1653246753247
1992-11-01,64.1653246753247
1992-12-01,64.267012987013
1993-01-01,63.8602597402597
1993-02-01,64.267012987013
1993-03-01,64.5720779220779
1993-04-01,65.2838961038961
1993-05-01,65.588961038961
1993-06-01,65.4872727272727
1993-07-01,65.2838961038961
1993-08-01,65.588961038961
1993-09-01,65.894025974026
1993-10-01,65.7923376623376
1993-11-01,65.588961038961
1993-12-01,65.7923376623376
1994-01-01,65.4872727272727
1994-02-01,65.7923376623376
1994-03-01,65.9957142857143
1994-04-01,66.6058441558442
1994-05-01,66.8092207792208
1994-06-01,66.8092207792208
1994-07-01,66.4024675324675
1994-08-01,66.8092207792208
1994-09-01,66.9109090909091
1994-10-01,66.7075324675325
1994-11-01,66.8092207792208
1994-12-01,67.1142857142857
1995-01-01,67.1142857142857
1995-02-01,67.4193506493507
1995-03-01,67.7244155844156
1995-04-01,68.1311688311688
1995-05-01,68.5379220779221
1995-06-01,68.5379220779221
1995-07-01,68.1311688311688
1995-08-01,68.5379220779221
1995-09-01,68.842987012987
1995-10-01,68.7412987012987
1995-11-01,68.7412987012987
1995-12-01,69.148051948052
1996-01-01,68.9446753246753
1996-02-01,69.2497402597402
1996-03-01,69.5548051948052
1996-04-01,69.8598701298701
1996-05-01,70.0632467532468
1996-06-01,70.1649350649351
1996-07-01,69.7581818181818
1996-08-01,70.0632467532468
1996-09-01,70.47
1996-10-01,70.47
1996-11-01,70.47
1996-12-01,70.6733766233766
1997-01-01,70.3683116883117
1997-02-01,70.5716883116883
1997-03-01,70.6733766233766
1997-04-01,70.9784415584416
1997-05-01,71.1818181818182
1997-06-01,71.3851948051948
1997-07-01,71.0801298701299
1997-08-01,71.4868831168831
1997-09-01,71.791948051948
1997-10-01,71.791948051948
1997-11-01,71.791948051948
1997-12-01,71.8936363636364
1998-01-01,71.4868831168831
1998-02-01,71.6902597402598
1998-03-01,71.8936363636364
1998-04-01,72.3003896103896
1998-05-01,72.6054545454546
1998-06-01,72.5037662337662
1998-07-01,72.1987012987013
1998-08-01,72.4020779220779
1998-09-01,72.7071428571429
1998-10-01,72.7071428571429
1998-11-01,72.8088311688312
1998-12-01,73.0122077922078
1999-01-01,72.6054545454546
1999-02-01,72.7071428571429
1999-03-01,73.1138961038961
1999-04-01,73.418961038961
1999-05-01,73.6223376623377
1999-06-01,73.5206493506494
1999-07-01,73.1138961038961
1999-08-01,73.3172727272727
1999-09-01,73.6223376623377
1999-10-01,73.5206493506494
1999-11-01,73.6223376623377
1999-12-01,73.8257142857143
2000-01-01,73.1138961038961
2000-02-01,73.418961038961
2000-03-01,73.5206493506494
2000-04-01,73.8257142857143
2000-05-01,74.0290909090909
2000-06-01,74.1307792207792
2000-07-01,73.724025974026
2000-08-01,73.724025974026
2000-09-01,74.3341558441558
2000-10-01,74.3341558441558
2000-11-01,74.4358441558442
2000-12-01,74.4358441558442
2001-01-01,73.8257142857143
2001-02-01,73.9274025974026
2001-03-01,74.2324675324675
2001-04-01,74.6392207792208
2001-05-01,75.2493506493506
2001-06-01,75.351038961039
2001-07-01,74.8425974025974
2001-08-01,75.1476623376624
2001-09-01,75.351038961039
2001-10-01,75.1476623376624
2001-11-01,75.045974025974
2001-12-01,75.2493506493506
2002-01-01,74.9442857142857
2002-02-01,75.045974025974
2002-03-01,75.351038961039
2002-04-01,75.6561038961039
2002-05-01,75.8594805194805
2002-06-01,75.8594805194805
2002-07-01,75.6561038961039
2002-08-01,75.8594805194805
2002-09-01,76.0628571428571
2002-10-01,76.1645454545455
2002-11-01,76.1645454545455
2002-12-01,76.4696103896104
2003-01-01,75.9611688311688
2003-02-01,76.2662337662338
2003-03-01,76.5712987012987
2003-04-01,76.7746753246753
2003-05-01,76.7746753246753
2003-06-01,76.672987012987
2003-07-01,76.5712987012987
2003-08-01,76.8763636363636
2003-09-01,77.1814285714286
2003-10-01,77.2831168831169
2003-11-01,77.1814285714286
2003-12-01,77.4864935064935
2004-01-01,77.0797402597403
2004-02-01,77.2831168831169
2004-03-01,77.3848051948052
2004-04-01,77.6898701298701
2004-05-01,77.8932467532468
2004-06-01,77.8932467532468
2004-07-01,77.6898701298701
2004-08-01,77.8932467532468
2004-09-01,77.9949350649351
2004-10-01,78.1983116883117
2004-11-01,78.3
2004-12-01,78.7067532467532
2005-01-01,78.3
2005-02-01,78.5
2005-03-01,78.8
2005-04-01,79.1
2005-05-01,79.4
2005-06-01,79.4
2005-07-01,79.5
2005-08-01,79.7
2005-09-01,79.9
2005-10-01,80.0
2005-11-01,80.0
2005-12-01,80.3
2006-01-01,80.0
2006-02-01,80.2
2006-03-01,80.4
2006-04-01,80.9
2006-05-01,81.3
2006-06-01,81.5
2006-07-01,81.5
2006-08-01,81.8
2006-09-01,81.9
2006-10-01,82.0
2006-11-01,82.2
2006-12-01,82.6
2007-01-01,82.1
2007-02-01,82.4
2007-03-01,82.8
2007-04-01,83.1
2007-05-01,83.3
2007-06-01,83.5
2007-07-01,83.1
2007-08-01,83.4
2007-09-01,83.5
2007-10-01,83.8
2007-11-01,84.1
2007-12-01,84.5
2008-01-01,84.1
2008-02-01,84.6
2008-03-01,84.9
2008-04-01,85.6
2008-05-01,86.1
2008-06-01,86.6
2008-07-01,86.6
2008-08-01,87.1
2008-09-01,87.5
2008-10-01,87.3
2008-11-01,87.3
2008-12-01,87.1
2009-01-01,86.6
2009-02-01,87.2
2009-03-01,87.3
2009-04-01,87.5
2009-05-01,87.9
2009-06-01,88.1
2009-07-01,88.0
2009-08-01,88.3
2009-09-01,88.3
2009-10-01,88.4
2009-11-01,88.6
2009-12-01,88.9
2010-01-01,88.8
2010-02-01,89.0
2010-03-01,89.4
2010-04-01,89.9
2010-05-01,90.1
2010-06-01,90.2
2010-07-01,90.0
2010-08-01,90.4
2010-09-01,90.4
2010-10-01,90.6
2010-11-01,90.9
2010-12-01,91.7
2011-01-01,91.8
2011-02-01,92.3
2011-03-01,92.6
2011-04-01,93.3
2011-05-01,93.5
2011-06-01,93.5
2011-07-01,93.5
2011-08-01,93.9
2011-09-01,94.5
2011-10-01,94.5
2011-11-01,94.7
2011-12-01,95.0
2012-01-01,94.7
2012-02-01,95.2
2012-03-01,95.4
2012-04-01,95.9
2012-05-01,95.9
2012-06-01,95.6
2012-07-01,95.7
2012-08-01,96.1
2012-09-01,96.4
2012-10-01,96.8
2012-11-01,97.0
2012-12-01,97.3
2013-01-01,97.0
2013-02-01,97.5
2013-03-01,97.8
2013-04-01,98.0
2013-05-01,98.2
2013-06-01,98.0
2013-07-01,98.0
2013-08-01,98.4
2013-09-01,98.7
2013-10-01,98.8
2013-11-01,98.8
2013-12-01,99.2
2014-01-01,98.7
2014-02-01,99.1
2014-03-01,99.3
2014-04-01,99.6
2014-05-01,99.6
2014-06-01,99.8
2014-07-01,99.6
2014-08-01,99.9
2014-09-01,100.0
2014-10-01,100.1
2014-11-01,99.9
2014-12-01,99.9
2015-01-01,99.2
2015-02-01,99.5
2015-03-01,99.6
2015-04-01,99.9
2015-05-01,100.1
2015-06-01,100.1
2015-07-01,100.0
2015-08-01,100.3
2015-09-01,100.2
2015-10-01,100.3
2015-11-01,100.3
2015-12-01,100.4
2016-01-01,99.9
2016-02-01,100.1
2016-03-01,100.4
2016-04-01,100.6
2016-05-01,100.8
2016-06-01,101.0
2016-07-01,100.9
2016-08-01,101.2
2016-09-01,101.5
2016-10-01,101.6
2016-11-01,101.8
2016-12-01,102.2
2017-01-01,101.8
2017-02-01,102.4
2017-03-01,102.7
2017-04-01,103.2
2017-05-01,103.5
2017-06-01,103.5
2017-07-01,103.5
2017-08-01,104.0
2017-09-01,104.3
2017-10-01,104.4
2017-11-01,104.7
2017-12-01,105.0
2018-01-01,104.5
2018-02-01,104.9
2018-03-01,105.1
2018-04-01,105.5
2018-05-01,105.9
2018-06-01,105.9
2018-07-01,105.9
2018-08-01,106.5
