Date,XUSJP,XUKUS,XUKJP,USACPI,JPNCPI,GBRCPI
1/07/2010,87.5005,1.5304,133.9107652,91.98116591,96.1,90
1/08/2010,85.3727,1.5661,133.7021855,92.10816102,96.2,90.4
1/09/2010,84.3571,1.5591,131.5211546,92.16174367,96.4,90.4
1/10/2010,81.7285,1.5867,129.678611,92.27650337,96.7,90.6
1/11/2010,82.518,1.5961,131.7069798,92.31531915,96.4,90.9
1/12/2010,83.3376,1.5595,129.9649872,92.47395756,96.2,91.7
1/01/2011,82.625,1.5782,130.398775,92.9144323,96.1,91.8
1/02/2011,82.5368,1.6124,133.0823363,93.37262728,96.1,92.3
1/03/2011,81.647,1.6159,131.9333873,94.28311049,96.3,92.6
1/04/2011,83.1771,1.6379,136.2357721,94.89023994,96.5,93.3
1/05/2011,81.1257,1.6332,132.4944932,95.33662142,96.4,93.5
1/06/2011,80.4259,1.6219,130.4427672,95.23451904,96.3,93.5
1/07/2011,79.2425,1.6158,128.0400315,95.31890118,96.3,93.5
1/08/2011,76.9657,1.6356,125.8850989,95.58175152,96.4,93.9
1/09/2011,76.7957,1.5771,121.1144985,95.72688879,96.4,94.5
1/10/2011,76.643,1.5768,120.8506824,95.5294346,96.5,94.5
1/11/2011,77.5595,1.5806,122.5905457,95.44884966,95.9,94.7
1/12/2011,77.7967,1.5587,121.2617163,95.21342351,96,95
1/01/2012,76.964,1.5524,119.4789136,95.6323808,96.2,94.7
1/02/2012,78.47,1.5804,124.013988,96.05344764,96.4,95.2
1/03/2012,82.4659,1.5824,130.4940402,96.78293118,96.8,95.4
1/04/2012,81.2524,1.6,130.00384,97.07531527,96.9,95.9
1/05/2012,79.6668,1.5924,126.8614123,96.96139939,96.6,95.9
1/06/2012,79.3152,1.5556,123.3827251,96.8192155,96.1,95.6
1/07/2012,78.9348,1.5593,123.0830336,96.66142091,95.8,95.7
1/08/2012,78.6909,1.5722,123.717833,97.19935701,96,96.1
1/09/2012,78.1353,1.6126,126.0009848,97.63308117,96.1,96.4
1/10/2012,79.0132,1.608,127.0532256,97.59510921,96.1,96.8
1/11/2012,81.0305,1.5968,129.3895024,97.13269512,95.8,97
1/12/2012,83.7905,1.6145,135.2797623,96.87111051,95.8,97.3
1/01/2013,89.0581,1.5965,142.1812567,97.15758785,95.9,97
1/02/2013,93.0016,1.5474,143.9106758,97.95331137,95.7,97.5
1/03/2013,94.77,1.508,142.91316,98.20941114,95.9,97.8
1/04/2013,97.7582,1.5311,149.67758,98.10730876,96.2,98
1/05/2013,100.9186,1.5297,154.3751824,98.28197977,96.3,98.2
1/06/2013,97.235,1.5493,150.6461855,98.51782784,96.3,98
1/07/2013,99.6727,1.5179,151.2931913,98.55664362,96.5,98
1/08/2013,97.8123,1.5505,151.6579712,98.67520051,96.8,98.4
1/09/2013,99.21,1.5885,157.595085,98.78996021,97.1,98.7
1/10/2013,97.77,1.6098,157.390146,98.53554808,97.2,98.8
1/11/2013,100.0737,1.61,161.118657,98.3342967,97.3,98.8
1/12/2013,103.46,1.6383,169.498518,98.32585848,97.4,99.2
1/01/2014,103.7614,1.647,170.8950258,98.69165503,97.2,98.7
1/02/2014,102.1253,1.6558,169.0990717,99.05660775,97.2,99.1
1/03/2014,102.3395,1.6624,170.1291848,99.69453668,97.5,99.3
1/04/2014,102.4582,1.6748,171.5969934,100.0232051,99.5,99.6
1/05/2014,101.7738,1.6842,171.407434,100.3725471,99.9,99.6
1/06/2014,102.0629,1.6908,172.5679513,100.5594535,99.8,99.8
1/07/2014,101.74,1.7066,173.629484,100.5202158,99.9,99.6
1/08/2014,102.9438,1.67,171.916146,100.3522954,100,99.9
1/09/2014,107.4257,1.629,174.9964653,100.4278174,100.3,100
1/10/2014,108.0264,1.6074,173.6416354,100.1755148,100,100.1
1/11/2014,116.2994,1.5771,183.4157837,99.63462536,99.6,99.9
1/12/2014,119.3233,1.5644,186.6693705,99.06968698,99.7,99.9
1/01/2015,118.25,1.5142,179.05415,98.6034757,99.6,99.2
1/02/2015,118.76,1.5329,182.047204,99.03171502,99.4,99.5
1/03/2015,120.3945,1.4958,180.0860931,99.62112422,99.7,99.6
1/04/2015,119.5095,1.4968,178.8818196,99.82364134,100.2,99.9
1/05/2015,120.798,1.5456,186.7053888,100.3324656,100.4,100.1
1/06/2015,123.7186,1.5576,192.7040914,100.6839172,100.2,100.1
1/07/2015,123.3109,1.556,191.8717604,100.6906678,100.1,100
1/08/2015,123.0038,1.5578,191.6153196,100.548062,100.2,100.3
1/09/2015,120.1476,1.5338,184.2823889,100.3915331,100.3,100.2
1/10/2015,120.0481,1.5343,184.1897998,100.3463887,100.2,100.3
1/11/2015,122.6432,1.5194,186.3440781,100.1345895,99.9,100.3
1/12/2015,121.635,1.4981,182.2213935,99.79241995,99.8,100.4
1/01/2016,118.2258,1.4392,170.1505714,99.95738702,99.5,99.9
1/02/2016,114.6155,1.429,163.7855495,100.0396596,99.6,100.1
1/03/2016,112.9317,1.4249,160.9163793,100.4704304,99.7,100.4
1/04/2016,109.5519,1.4319,156.8673656,100.9467675,99.9,100.6
1/05/2016,108.8481,1.4524,158.0909804,101.3551771,100,100.8
1/06/2016,105.3509,1.4197,149.5666727,101.6880646,99.9,101
1/07/2016,104.191,1.3134,136.8444594,101.5235194,99.6,100.9
1/08/2016,101.2383,1.3101,132.6322968,101.6167617,99.7,101.2
1/09/2016,101.7843,1.314,133.7445702,101.8610479,99.8,101.5
1/10/2016,103.9075,1.233,128.1179475,101.9880431,100.4,101.6
1/11/2016,108.443,1.2432,134.8163376,101.8294046,100.4,101.8
1/12/2016,115.9981,1.2483,144.8004282,101.8627356,100.1,102.2
1/01/2017,114.8721,1.2367,142.0623261,102.4563639,100,101.8
1/02/2017,112.9116,1.2495,141.0830442,102.7787036,99.8,102.4
1/03/2017,112.9165,1.2347,139.4180026,102.8622419,99.9,102.7
1/04/2017,110.091,1.2639,139.1440149,103.1672834,100.3,103.2
1/05/2017,112.2436,1.2929,145.1197504,103.2554627,100.4,103.5
1/06/2017,110.9141,1.281,142.0809621,103.3491269,100.2,103.5
1/07/2017,112.417,1.2996,146.0971332,103.277824,100.1,103.5
1/08/2017,109.827,1.2952,142.2479304,103.5870845,100.3,104
1/09/2017,110.776,1.334,147.775184,104.1355683,100.5,104.3
1/10/2017,112.9148,1.3202,149.070119,104.0697503,100.6,104.4
1/11/2017,112.819,1.3217,149.1128723,104.0722817,100.9,104.7
1/12/2017,112.9405,1.3404,151.3854462,104.0111047,101.2,105
1/01/2018,110.871,1.3824,153.2680704,104.5777307,101.3,104.5
1/02/2018,107.97,1.3961,150.736917,105.0519583,101.3,104.9
1/03/2018,106.0468,1.3976,148.2110077,105.289494,101,105.1
1/04/2018,107.6562,1.4079,151.569164,105.7080294,100.9,105.5
1/05/2018,109.6882,1.347,147.7500054,106.1476603,101,105.9
1/06/2018,110.0638,1.3294,146.3188157,106.3168465,100.9,105.9
1/07/2018,111.521,1.3162,146.7839402,106.324019,101,105.9
1/08/2018,110.9965,1.2878,142.9412927,106.3830864,101.6,106.5
